,OffSex,OffRace,INCIDENT_DATE_LESS_,OFF_INJURE_DESC,OFF_HOSPIT,CitRace,CitSex,SUBJ_INJURE_DESC,CIT_ARREST,CIT_INFL_A,CITChargeT,SERVICE_TY,UOF_REASON,ForceType1
1346,Male,White,9,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,FD-Unknown if Armed,Evading Arrest,Call for Cover,Danger to self or others,Verbal Command
1347,Male,Hispanic,28,No injuries noted or visible,No,White,Male,Abrasion/Scrape,No,Alchohol and unknown drugs,No Arrest,Call for Cover,Danger to self or others,BD - Grabbed
1348,Male,Hispanic,7,No injuries noted or visible,No,Hispanic,Male,"Abrasion/Scrape, Treated by DFD",Yes,Alchohol,"DWI, Resisting Arrest, Traffic Violation",Arrest,Arrest,BD - Grabbed
1349,Male,Hispanic,4,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,No reason,"Other Felony Arrest, Resisting Arrest, Drug Possession - Felony",Traffic Stop,Arrest,Verbal Command
1350,Male,Hispanic,3,No injuries noted or visible,No,Black,Male,"Treated by DFD, Non-Visible Injury/Pain",Yes,Alchohol,"Public Intoxication, Resisting Arrest, Warrant/Hold",Arrest,Arrest,Taser
1351,Male,White,9,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,None detected,"Disorderly Conduct, Other Misdemeanor Arrest",Call for Cover,Arrest,Verbal Command
1352,Male,Hispanic,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,Assault/FV,Arrest,Property Destruction,Pressure Points
1353,Male,Black,18,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,No reason,Theft,Service Call,Other,Verbal Command
1354,Male,White,26,No injuries noted or visible,No,White,Male,Treated by DFD,Yes,Mentally unstable,"Warrant/Hold, Evading Arrest",Service Call,Active Aggression,Verbal Command
1355,Male,White,8,No injuries noted or visible,No,White,Female,No injuries noted or visible,Yes,No reason,"Crim Trespass/Bldg/Prop, Resisting Arrest",Service Call,Arrest,BD - Grabbed
1356,Female,White,1,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Service Call,Active Aggression,Verbal Command
1357,Male,White,7,No injuries noted or visible,No,Black,Male,"Taser Burn Marks, Bruise, Treated by DFD",Yes,Alchohol and unknown drugs,"Assault/FV, Evading Arrest, Resisting Arrest",Service Call,Arrest,Taser
1358,Male,Hispanic,20,No injuries noted or visible,No,Black,Female,Taser Burn Marks,Yes,Mentally unstable,APOWW,Suspicious Activity,Active Aggression,Taser
1359,Male,White,4,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,Alchohol and unknown drugs,No Arrest,Service Call,Danger to self or others,Held Suspect Down
1360,Male,Hispanic,6,No injuries noted or visible,No,Black,Female,"Redness/Swelling, OC Spray Treatment, Treated by DFD",Yes,No reason,"Drug Possession - Misdemeanor, Drug Possession - Felony, Resisting Search and Transport, Warrant/Hold",Arrest,Arrest,Verbal Command
1361,Male,White,9,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Unknown Drugs,Resisting Search and Transport,Service Call,Detention/Frisk,Verbal Command
1362,Male,Black,19,No injuries noted or visible,No,Black,Male,Laceration/Cut,Yes,Mentally unstable,APOWW,Arrest,Active Aggression,Take Down - Arm
1363,Male,White,2,No injuries noted or visible,No,Black,Male,"OC Spray Treatment, Taser Burn Marks, Abrasion/Scrape",Yes,Unknown Drugs,"Public Intoxication, Resisting Arrest",Arrest,Arrest,Verbal Command
1364,Male,Hispanic,2,No injuries noted or visible,No,Hispanic,Female,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,Service Call,Arrest,Hand Controlled Escort
1365,Male,White,7,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Assault/FV, Other Misdemeanor Arrest",Arrest,Arrest,Take Down - Arm
1366,Male,Black,9,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,No,Marijuana,No Arrest,Crime in Progress,Danger to self or others,Verbal Command
1367,Male,White,1,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,No,None detected,No Arrest,Crime in Progress,Detention/Frisk,Verbal Command
1368,Male,Hispanic,2,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,Public Intoxication,Arrest,Arrest,BD - Grabbed
1369,Male,White,4,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Active Aggression,BD - Grabbed
1370,Male,White,10,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Service Call,Danger to self or others,Verbal Command
1371,Female,White,11,No injuries noted or visible,No,White,Female,No injuries noted or visible,Yes,Unknown Drugs,"Drug Possession - Felony, Evading Arrest, Resisting Search and Transport",Service Call,Detention/Frisk,Hand Controlled Escort
1372,Male,White,2,No injuries noted or visible,No,Black,Male,"Elevated Heart Rate, Injury Not Related to Force, Treated by DFD, Hospitalized",Yes,Mentally unstable,APOWW,Service Call,Danger to self or others,Take Down - Arm
1373,Male,White,16,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,DWI,Arrest,Active Aggression,Take Down - Arm
1374,Male,Black,7,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,FD-Unknown if Armed,Assault/FV,Arrest,Assault to Other Person,Weapon display at Person
1375,Male,White,3,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Unknown Drugs,"Drug Possession - Misdemeanor, Drug Possession - Felony, Other Misdemeanor Arrest",Arrest,Weapon Display,Weapon display at Person
1376,Male,White,4,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,None detected,No Arrest,Service Call,Weapon Display,Verbal Command
1377,Male,Hispanic,2,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,Yes,NULL,"Robbery, Evading Arrest",Arrest,Arrest,Verbal Command
1378,Female,Hispanic,3,No injuries noted or visible,No,Hispanic,Male,"Laceration/Cut, Redness/Swelling",Yes,Unknown Drugs,Burglary/Habitation,Arrest,Arrest,Verbal Command
1379,Male,White,9,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,APOWW,Service Call,Danger to self or others,Verbal Command
1380,Male,White,4,No injuries noted or visible,No,Black,Female,No injuries noted or visible,No,None detected,No Arrest,Service Call,Detention/Frisk,Hand Controlled Escort
1381,Male,White,27,Redness/Swelling,No,Black,Male,Injury Not Related to Force,Yes,FD-Suspect Unarmed,"Crim Trespass/Bldg/Prop, Resisting Search and Transport",Crime in Progress,Arrest,Verbal Command
1382,Male,Hispanic,3,No injuries noted or visible,No,White,Female,No injuries noted or visible,Yes,Alchohol and unknown drugs,"DWI, Assault/Public Servant",Other ( In Narrative),Other,Held Suspect Down
1383,Female,White,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,No reason,"Burglary of a Vehicle, Resisting Arrest, Fail to ID, Warrant/Hold",Arrest,Arrest,Verbal Command
1384,Male,White,3,Redness/Swelling,No,Black,Male,"Hospital Drug Evaluation, Hospitalized",No,Unknown Drugs,No Arrest,Service Call,Danger to self or others,Verbal Command
1385,Male,White,8,No injuries noted or visible,No,Hispanic,Male,Injury Not Related to Force,No,FD-Unknown if Armed,No Arrest,Service Call,Detention/Frisk,Verbal Command
1386,Male,White,8,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,FD-Suspect Unarmed,"Crim Trespass/Bldg/Prop, Resisting Search and Transport",Arrest,Weapon Display,OC Spray
1387,Male,White,3,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Mentally unstable,"Resisting Arrest, Assault/Public Servant",Arrest,Arrest,Verbal Command
1388,Male,Black,7,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Arrest,Weapon display at Person
1389,Male,White,4,No injuries noted or visible,No,Black,Female,No injuries noted or visible,No,None detected,No Arrest,Service Call,Weapon Display,Weapon display at Person
1390,Male,White,3,No injuries noted or visible,No,White,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Active Aggression,Verbal Command
1391,Male,White,9,No injuries noted or visible,No,Black,Female,No injuries noted or visible,No,None detected,No Arrest,Crime in Progress,Weapon Display,Verbal Command
1392,Female,White,8,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,Burglary/Habitation,Service Call,Active Aggression,Weapon display at Person
1393,Male,White,9,OC Exposure,No,White,Male,"OC Spray Treatment, Treated by DFD",Yes,Alchohol,"Public Intoxication, Disorderly Conduct",Arrest,Active Aggression,OC Spray
1394,Male,Hispanic,4,No injuries noted or visible,No,Hispanic,Male,"Abrasion/Scrape, Injured prior to contact",Yes,Alchohol,"Assault/FV, Other Felony Arrest, Other Misdemeanor Arrest, Assault/Public Servant",Service Call,Active Aggression,Joint Locks
1395,Male,White,12,No injuries noted or visible,No,White,Male,Injured prior to contact,No,Alchohol,No Arrest,Service Call,Danger to self or others,Take Down - Arm
1396,Male,Hispanic,9,Fracture,Yes,Black,Male,"Bruise, Abrasion/Scrape",Yes,Unknown Drugs,Assault/Public Servant,Arrest,Active Aggression,Taser
1397,Male,White,6,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Other Felony Arrest, Drug Possession - Misdemeanor",Other ( In Narrative),Arrest,Weapon display at Person
1398,Male,White,2,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,No reason,"Traffic Violation, Evading Arrest, Other Misdemeanor Arrest",Traffic Stop,Arrest,Verbal Command
1399,Male,White,8,Abrasion/Scrape,No,Black,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Public Intoxication, Resisting Arrest, Warrant/Hold",Arrest,Arrest,BD - Grabbed
1400,Male,White,10,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Service Call,Danger to self or others,Verbal Command
1401,Male,Black,15,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Mentally unstable,"Crim Trespass/Bldg/Prop, Resisting Arrest",Arrest,Active Aggression,Hand Controlled Escort
1402,Male,White,7,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol,"Warrant/Hold, Public Intoxication, Resisting Arrest, Crim Trespass/Bldg/Prop",Service Call,Arrest,Verbal Command
1403,Male,Hispanic,4,No injuries noted or visible,No,White,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Arrest,Verbal Command
1404,Male,White,10,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,Public Intoxication,Service Call,Danger to self or others,Take Down - Arm
1405,Male,White,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Marijuana,"APOWW, Criminal Mischief",Arrest,Active Aggression,Pressure Points
1406,Male,White,1,No injuries noted or visible,No,Hispanic,Male,Abrasion/Scrape,Yes,Alchohol,"DWI, Resisting Arrest",Traffic Stop,Arrest,Take Down - Arm
1407,Male,White,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,"APOWW, Criminal Mischief",Crime in Progress,Danger to self or others,Verbal Command
1408,Male,White,11,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,NULL,Warrant/Hold,Traffic Stop,Weapon Display,Weapon display at Person
1409,Male,White,26,No injuries noted or visible,No,Black,Female,OC Spray Treatment,Yes,No reason,"Disorderly Conduct, Resisting Arrest",Arrest,Arrest,OC Spray
1410,Male,White,2,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Danger to self or others,Verbal Command
1411,Male,Black,7,No injuries noted or visible,Yes,Hispanic,Male,"Abrasion/Scrape, Taser Burn Marks",Yes,Unknown Drugs,"Assault/Public Servant, Warrant/Hold",Arrest,Active Aggression,Taser
1412,Male,White,3,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,None detected,Burglary of a Vehicle,Arrest,Detention/Frisk,Weapon display at Person
1413,Male,White,3,No injuries noted or visible,Yes,Black,Male,"Laceration/Cut, Puncture",Yes,Unknown Drugs,"Assault/Public Servant, Resisting Search and Transport",Service Call,Arrest,Verbal Command
1414,Male,White,10,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Evading Arrest, Warrant/Hold",Traffic Stop,Arrest,Taser
1415,Male,Hispanic,7,No injuries noted or visible,No,Black,Male,"Taser Burn Marks, Treated by DFD",Yes,Unknown Drugs,Burglary/Habitation,Service Call,Arrest,Verbal Command
1416,Male,White,1,No injuries noted or visible,No,Hispanic,Male,Injured prior to contact,Yes,Alchohol and unknown drugs,Warrant/Hold,Arrest,Active Aggression,Verbal Command
1417,Male,White,2,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Danger to self or others,Verbal Command
1418,Male,White,4,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol,Public Intoxication,Pedestrian Stop,Danger to self or others,Verbal Command
1419,Male,Asian,2,No injuries noted or visible,No,White,Male,Abrasion/Scrape,Yes,Unknown Drugs,Public Intoxication,Arrest,Danger to self or others,Verbal Command
1420,Male,Black,6,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,Drug Possession - Misdemeanor,Arrest,Arrest,Take Down - Arm
1421,Male,White,8,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol,Assault/FV,Arrest,Detention/Frisk,Take Down - Arm
1422,Male,White,2,No injuries noted or visible,No,Black,Male,OC Spray Treatment,No,Unknown Drugs,Resisting Arrest,Arrest,Arrest,Verbal Command
1423,Male,White,2,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,Yes,None detected,"Warrant/Hold, Resisting Arrest, Resisting Search and Transport, Fail to ID",Arrest,Arrest,Joint Locks
1424,Male,Black,24,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,Yes,Mentally unstable,Warrant/Hold,Arrest,Arrest,Take Down - Body
1425,Male,White,1,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,"Public Intoxication, Resisting Arrest",Arrest,Arrest,Verbal Command
1426,Female,White,9,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,Assault/FV,Arrest,Arrest,Taser Display at Person
1427,Male,White,10,No injuries noted or visible,No,White,Male,"Bloody Nose, Laceration/Cut",Yes,Alchohol and unknown drugs,"Public Intoxication, Resisting Search and Transport",Arrest,Active Aggression,Hand/Arm/Elbow Strike
1428,Male,Black,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Assault, Other Felony Arrest, Evading Arrest",Service Call,Weapon Display,Weapon display at Person
1429,Male,Hispanic,3,No injuries noted or visible,No,Black,Female,"Non-Visible Injury/Pain, APOWW",Yes,Mentally unstable,APOWW,Service Call,Danger to self or others,Joint Locks
1430,Female,Asian,6,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,No reason,"Evading Arrest, Drug Possession - Misdemeanor, Warrant/Hold, Other Felony Arrest",Arrest,Arrest,Verbal Command
1431,Male,White,10,No injuries noted or visible,No,Black,Male,Redness/Swelling,Yes,Unknown Drugs,"Warrant/Hold, Assault/Public Servant",Other ( In Narrative),Active Aggression,Feet/Leg/Knee Strike
1432,Male,White,3,No injuries noted or visible,No,Black,Female,Laceration/Cut,Yes,Mentally unstable,APOWW,Arrest,Arrest,Verbal Command
1433,Male,White,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol,DWI,Arrest,Arrest,Take Down - Arm
1434,Male,White,16,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Unknown Drugs,"APOWW, Drug Possession - Misdemeanor",Service Call,Danger to self or others,Pressure Points
1435,Male,Black,19,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,FD-Suspect Unarmed,Assault/FV,Service Call,Arrest,Take Down - Arm
1436,Male,Black,4,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,Warrant/Hold,Traffic Stop,Other,BD - Pushed
1437,Male,White,3,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol,Warrant/Hold,Service Call,Arrest,Verbal Command
1438,Male,Black,25,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Alchohol,Warrant/Hold,Call for Cover,Arrest,Take Down - Arm
1439,Male,White,4,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Warrant/Hold, Resisting Search and Transport, Drug Possession - Misdemeanor",Traffic Stop,Arrest,Verbal Command
1440,Male,White,4,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Danger to self or others,Pressure Points
1441,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,"Public Intoxication, Drug Possession - Felony, Drug Possession - Misdemeanor",Arrest,Arrest,Held Suspect Down
1442,Male,Hispanic,3,No injuries noted or visible,No,White,Female,"Abrasion/Scrape, Injury Not Related to Force",Yes,Unknown Drugs,"Other Misdemeanor Arrest, Resisting Search and Transport, Drug Possession - Felony",Service Call,Danger to self or others,Verbal Command
1443,Male,White,5,No injuries noted or visible,No,Black,Male,Injured prior to contact,Yes,Alchohol,Public Intoxication,Arrest,Arrest,Take Down - Body
1444,Male,White,1,"Abrasion/Scrape, Redness/Swelling",No,Black,Male,"Injured prior to contact, Bruise",No,Alchohol and unknown drugs,No Arrest,Service Call,Active Aggression,Joint Locks
1445,Male,White,2,No injuries noted or visible,No,Black,Male,Treated by DFD,Yes,Unknown Drugs,"Evading Arrest, Fail to ID, Warrant/Hold",Service Call,Detention/Frisk,BD - Grabbed
1446,Male,Black,4,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,Yes,None detected,"Other Misdemeanor Arrest, Warrant/Hold",Traffic Stop,Arrest,Verbal Command
1447,Male,White,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,Crim Trespass/Bldg/Prop,Call for Cover,Detention/Frisk,Verbal Command
1448,Male,White,3,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol,Public Intoxication,Arrest,Arrest,Verbal Command
1449,Male,Hispanic,16,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Alchohol,"Warrant/Hold, Resisting Search and Transport, Assault/Public Servant",Arrest,Arrest,Verbal Command
1450,Male,Hispanic,2,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,No reason,Other Felony Arrest,Arrest,Assault to Other Person,Verbal Command
1451,Male,White,1,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Unknown Drugs,"Burglary of a Vehicle, Unauthorize Use Vehicle",Crime in Progress,Other,Verbal Command
1452,Male,White,2,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Danger to self or others,Verbal Command
1453,Male,White,8,Redness/Swelling,No,Black,Male,"Taser Burn Marks, Treated by DFD",No,Unknown Drugs,No Arrest,Suspicious Activity,Danger to self or others,Taser
1454,Male,White,6,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Service Call,Arrest,Hand Controlled Escort
1455,Male,Black,3,No injuries noted or visible,No,White,Male,Abrasion/Scrape,Yes,Alchohol and unknown drugs,Assault/Public Servant,Off-Duty Employment,Arrest,Take Down - Arm
1456,Male,White,6,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,None detected,No Arrest,Crime in Progress,Weapon Display,Verbal Command
1457,Male,White,15,No injuries noted or visible,No,White,Male,Laceration/Cut,Yes,Unknown Drugs,Assault/FV,Arrest,Assault to Other Person,Held Suspect Down
1458,Male,Hispanic,3,No injuries noted or visible,No,White,Male,Puncture,No,No reason,"Assault/Public Servant, Evading Arrest, No Arrest",Call for Cover,Detention/Frisk,Taser
1459,Male,Asian,2,No injuries noted or visible,No,Hispanic,Male,Injured prior to contact,No,FD-Unknown if Armed,No Arrest,Crime in Progress,Weapon Display,Verbal Command
1460,Male,Black,1,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Service Call,Arrest,Take Down - Arm
1461,Male,White,9,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,No reason,"Assault/FV, Warrant/Hold, Other Felony Arrest",Arrest,Weapon Display,Weapon display at Person
1462,Female,White,17,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol,"Public Intoxication, Resisting Arrest",Service Call,Arrest,Verbal Command
1463,Male,Black,26,No injuries noted or visible,No,White,Male,"Non-Visible Injury/Pain, Injury Not Related to Force",Yes,Mentally unstable,"Crim Trespass/Bldg/Prop, APOWW",Off-Duty Incident,Danger to self or others,Take Down - Arm
1464,Male,White,3,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,Public Intoxication,Arrest,Arrest,Joint Locks
1465,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol,DWI,Service Call,Arrest,BD - Grabbed
1466,Female,White,2,Redness/Swelling,No,Black,Female,No injuries noted or visible,Yes,Alchohol,"Assault/FV, Resisting Arrest",Service Call,Assault to Other Person,Verbal Command
1467,Female,Black,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol,"Public Intoxication, Other Misdemeanor Arrest",Arrest,Arrest,Take Down - Arm
1468,Male,White,9,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,No,None detected,No Arrest,Service Call,Detention/Frisk,Take Down - Arm
1469,Male,White,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,Assault,Service Call,Detention/Frisk,Weapon display at Person
1470,Male,White,4,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,Unknown Drugs,No Arrest,Call for Cover,Danger to self or others,BD - Grabbed
1471,Male,Black,24,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Danger to self or others,Hand Controlled Escort
1472,Male,Hispanic,21,"Abrasion/Scrape, pain",No,Black,Male,Abrasion/Scrape,Yes,No reason,"Other Felony Arrest, Resisting Arrest",Service Call,Arrest,Hand Controlled Escort
1473,Male,White,6,KICKED IN CHEST,No,Black,Male,"Injury Not Related to Force, Hospitalized",Yes,Alchohol and unknown drugs,"Assault/FV, Resisting Search and Transport",Arrest,Arrest,Held Suspect Down
1474,Male,White,3,No injuries noted or visible,No,White,Male,No injuries noted or visible,No,Mentally unstable,No Arrest,Service Call,Other,Weapon display at Person
1475,Male,White,1,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,FD-Unknown if Armed,"Unauthorize Use Vehicle, Evading Arrest",Arrest,Arrest,Weapon display at Person
1476,Female,Black,11,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,APOWW,Service Call,Danger to self or others,Leg Restraint System
1477,Male,Hispanic,19,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,No,None detected,No Arrest,Crime in Progress,Detention/Frisk,Handcuffing Take Down
1478,Male,White,8,"SEVERE PAIN, Redness/Swelling",No,Black,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Public Intoxication, Resisting Arrest, Assault/Public Servant",Service Call,Arrest,BD - Pushed
1479,Male,Other,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Warrant/Hold, Evading Arrest, Drug Possession - Misdemeanor",Arrest,Arrest,Held Suspect Down
1480,Male,Hispanic,1,Bite,No,White,Female,No injuries noted or visible,Yes,Alchohol,"Assault/FV, Warrant/Hold, Assault/Public Servant",Arrest,Active Aggression,Verbal Command
1481,Male,Hispanic,7,No injuries noted or visible,No,White,Male,Laceration/Cut,Yes,No reason,Man/Del/Dangerous Drug,Arrest,Other,Take Down - Arm
1482,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,Public Intoxication,Service Call,Danger to self or others,Joint Locks
1483,Male,Hispanic,1,No injuries noted or visible,No,Black,Female,Laceration/Cut,Yes,No reason,"Assault/FV, Resisting Arrest, Other Felony Arrest",Service Call,Arrest,Verbal Command
1484,Male,Hispanic,8,No injuries noted or visible,No,White,Female,Abrasion/Scrape,Yes,Alchohol,Public Intoxication,Arrest,Arrest,BD - Pushed
1485,Male,Black,6,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,NULL,Assault/FV,Arrest,Assault to Other Person,Verbal Command
1486,Male,White,8,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol,"Assault/Public Servant, Public Intoxication",Service Call,Arrest,Verbal Command
1487,Male,White,26,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Unknown Drugs,APOWW,Arrest,Arrest,Joint Locks
1488,Female,Hispanic,12,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Danger to self or others,Held Suspect Down
1489,Female,Asian,7,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,None detected,No Arrest,Other ( In Narrative),Other,Weapon display at Person
1490,Male,White,10,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,No,None detected,"Unauthorize Use Vehicle, Evading Arrest, Warrant/Hold",Crime in Progress,Arrest,Verbal Command
1491,Male,Hispanic,3,No injuries noted or visible,No,Black,Female,Puncture,Yes,Unknown Drugs,Public Intoxication,Arrest,Arrest,Verbal Command
1492,Male,White,16,No injuries noted or visible,No,White,Female,No injuries noted or visible,Yes,Alchohol and unknown drugs,"APOWW, Public Intoxication, Warrant/Hold",Arrest,Active Aggression,Verbal Command
1493,Male,Hispanic,1,No injuries noted or visible,No,Hispanic,Female,No injuries noted or visible,Yes,FD-Suspect Unarmed,"Other Misdemeanor Arrest, Resisting Search and Transport",Arrest,Arrest,Verbal Command
1494,Male,White,7,No injuries noted or visible,No,Black,Male,"Injury Not Related to Force, Hospitalized",Yes,Alchohol and unknown drugs,"Assault/FV, Resisting Arrest",Arrest,Arrest,Verbal Command
1495,Male,White,31,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Service Call,Danger to self or others,Taser Display at Person
1496,Male,Hispanic,23,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,None detected,No Arrest,Crime in Progress,Weapon Display,Verbal Command
1497,Male,White,2,No injuries noted or visible,No,Hispanic,Female,No injuries noted or visible,No,FD-Unknown if Armed,No Arrest,Other ( In Narrative),Detention/Frisk,BD - Grabbed
1498,Male,White,4,No injuries noted or visible,Yes,White,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Assault/Public Servant, APOWW, Other Felony Arrest",Service Call,Danger to self or others,Pressure Points
1499,Male,White,2,Internal Injury,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,Service Call,Arrest,Hand Controlled Escort
1500,Male,White,21,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,Other Misdemeanor Arrest,Crime in Progress,Danger to self or others,Joint Locks
1501,Female,White,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,"Criminal Mischief, Resisting Search and Transport, Warrant/Hold",Service Call,Active Aggression,Take Down - Arm
1502,Male,White,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol,"Public Intoxication, Crim Trespass/Bldg/Prop, Warrant/Hold, Resisting Search and Transport",Service Call,Detention/Frisk,Take Down - Body
1503,Male,White,1,No injuries noted or visible,No,Black,Male,"Injured prior to contact, Puncture",No,Unknown Drugs,No Arrest,Service Call,Danger to self or others,Held Suspect Down
