,features,CIT_ARREST encoded
533,"(13,[0,2,5,9,10,11,12],[14.0,2.0,2.0,1.0,1.0,2.0,1.0])",0.0
534,"(13,[0,5,10,11,12],[2.0,2.0,8.0,1.0,1.0])",0.0
535,"(13,[0,5,7,8,10,11,12],[21.0,1.0,2.0,13.0,2.0,8.0,1.0])",0.0
536,"(13,[0,5,6,7,8,11,12],[12.0,2.0,101.0,5.0,140.0,1.0,1.0])",0.0
537,"(13,[0,5,7,8,11,12],[16.0,2.0,1.0,8.0,1.0,1.0])",0.0
538,"[7.0,0.0,1.0,0.0,0.0,2.0,4.0,5.0,2.0,6.0,2.0,5.0,2.0]",0.0
539,"[9.0,0.0,0.0,5.0,0.0,1.0,6.0,3.0,65.0,0.0,0.0,3.0,1.0]",0.0
540,"(13,[0,7,8,12],[8.0,3.0,77.0,1.0])",0.0
541,"(13,[0,7,8,10,11,12],[7.0,2.0,9.0,2.0,1.0,1.0])",0.0
542,"[26.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,5.0,10.0,1.0]",1.0
543,"(13,[0,6,8,10,12],[8.0,7.0,3.0,2.0,1.0])",0.0
544,"[6.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,10.0,2.0,6.0,1.0]",1.0
545,"(13,[0,7,8,9,10,11,12],[1.0,4.0,3.0,1.0,4.0,1.0,1.0])",0.0
546,"[24.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,1.0,1.0,1.0]",1.0
547,"(13,[0,5,6,7,8,11,12],[10.0,2.0,33.0,5.0,16.0,7.0,1.0])",0.0
548,"[3.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,4.0,1.0,1.0]",0.0
549,"(13,[0,2,6,7,8,11,12],[8.0,1.0,10.0,3.0,222.0,6.0,2.0])",0.0
550,"(13,[0,5,7,8,12],[11.0,1.0,3.0,83.0,1.0])",0.0
551,"[8.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,3.0,9.0,1.0]",0.0
552,"(13,[0,5,6,7,8,11,12],[10.0,2.0,131.0,1.0,2.0,4.0,1.0])",0.0
553,"(13,[0,5,7,10,11,12],[8.0,1.0,3.0,1.0,2.0,1.0])",0.0
554,"(13,[0,6,7,8,12],[9.0,17.0,1.0,155.0,1.0])",0.0
555,"(13,[0,2,9,10,11,12],[18.0,2.0,5.0,5.0,9.0,1.0])",0.0
556,"(13,[0,7,8,12],[3.0,1.0,2.0,1.0])",0.0
557,"(13,[0,2,7,8,9,11,12],[25.0,2.0,2.0,19.0,1.0,18.0,1.0])",0.0
558,"[2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,223.0,1.0,5.0,1.0,1.0]",0.0
559,"(13,[0,5,7,8,9,11,12],[11.0,2.0,4.0,10.0,1.0,8.0,1.0])",0.0
560,"(13,[0,5,9,10,12],[15.0,2.0,3.0,1.0,2.0])",0.0
561,"(13,[0,10,11,12],[4.0,1.0,4.0,1.0])",0.0
562,"(13,[0,2,5,6,10,11,12],[8.0,1.0,2.0,1.0,1.0,5.0,2.0])",0.0
563,"(13,[0,7,8,10,11,12],[3.0,2.0,5.0,2.0,17.0,2.0])",0.0
564,"(13,[0,5,6,7,8,11,12],[10.0,2.0,1.0,2.0,41.0,4.0,1.0])",0.0
565,"[3.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,6.0,0.0,1.0]",0.0
566,"(13,[0,6,8,11,12],[11.0,1.0,3.0,11.0,1.0])",0.0
567,"(13,[0,7,8,9,12],[19.0,5.0,2.0,1.0,1.0])",0.0
568,"[2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,13.0,1.0]",0.0
569,"[6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,261.0,10.0,6.0,8.0,1.0]",0.0
570,"(13,[0,5,7,8,9,12],[1.0,2.0,3.0,158.0,4.0,1.0])",0.0
571,"[27.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,5.0,1.0]",0.0
572,"(13,[0,6,7,8,11,12],[26.0,10.0,4.0,73.0,19.0,1.0])",0.0
573,"(13,[0,7,8,9,10,11,12],[9.0,1.0,45.0,5.0,3.0,1.0,1.0])",0.0
574,"[15.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,8.0,6.0,0.0,10.0,2.0]",0.0
575,"[1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,469.0,1.0,5.0,6.0,1.0]",0.0
576,"(13,[0,6,7,8,11,12],[7.0,1.0,5.0,340.0,5.0,1.0])",0.0
577,"(13,[0,2,7,8,11,12],[3.0,1.0,2.0,177.0,9.0,1.0])",0.0
578,"[3.0,0.0,2.0,0.0,0.0,2.0,9.0,1.0,2.0,0.0,1.0,4.0,1.0]",0.0
579,"[2.0,1.0,0.0,0.0,0.0,1.0,22.0,1.0,2.0,4.0,6.0,0.0,1.0]",0.0
580,"(13,[0,2,8,9,10,11,12],[6.0,2.0,1.0,2.0,1.0,2.0,1.0])",1.0
581,"(13,[0,1,2,7,8,11,12],[1.0,1.0,2.0,1.0,182.0,1.0,1.0])",0.0
582,"(13,[0,5,7,8,10,12],[12.0,3.0,7.0,29.0,4.0,1.0])",0.0
583,"[2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,326.0,0.0,0.0,3.0,1.0]",0.0
584,"(13,[0,2,5,7,12],[7.0,1.0,1.0,1.0,2.0])",0.0
585,"(13,[0,2,6,10,11,12],[8.0,3.0,19.0,1.0,5.0,1.0])",0.0
586,"[2.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,82.0,11.0,7.0,7.0,1.0]",1.0
587,"(13,[0,5,8,12],[8.0,2.0,348.0,2.0])",0.0
588,"(13,[0,7,8,10,12],[3.0,2.0,3.0,1.0,1.0])",0.0
589,"(13,[0,8,10,11,12],[3.0,12.0,2.0,2.0,1.0])",0.0
590,"(13,[0,7,8,9,10,11,12],[26.0,6.0,1.0,1.0,4.0,1.0,1.0])",1.0
591,"(13,[0,3,5,7,8,11,12],[9.0,1.0,1.0,5.0,377.0,10.0,1.0])",0.0
592,"(13,[0,2,6,7,8,10,12],[2.0,2.0,10.0,11.0,457.0,2.0,1.0])",0.0
593,"(13,[0,7,8,9,12],[4.0,2.0,47.0,2.0,1.0])",0.0
594,"(13,[0,7,8,9,10,11,12],[4.0,1.0,30.0,1.0,1.0,1.0,1.0])",0.0
595,"[26.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,290.0,0.0,6.0,2.0,2.0]",0.0
596,"(13,[0,5,6,7,8,11,12],[9.0,2.0,8.0,1.0,2.0,3.0,1.0])",0.0
597,"(13,[0,2,5,7,8,12],[3.0,1.0,1.0,3.0,268.0,1.0])",0.0
598,"(13,[0,2,5,7,8,9,12],[7.0,1.0,1.0,5.0,11.0,1.0,1.0])",0.0
599,"[1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,50.0,4.0,3.0,22.0,1.0]",0.0
600,"[31.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,10.0,0.0,2.0,2.0,1.0]",0.0
601,"(13,[0,9,11,12],[6.0,1.0,4.0,1.0])",0.0
602,"(13,[0,5,7,8,11,12],[3.0,1.0,1.0,213.0,3.0,1.0])",0.0
603,"(13,[0,5,7,8,9,10,12],[12.0,3.0,7.0,1.0,1.0,5.0,2.0])",1.0
604,"[20.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,491.0,5.0,5.0,1.0,1.0]",0.0
605,"(13,[0,5,12],[27.0,2.0,2.0])",0.0
606,"(13,[0,7,8,10,11,12],[7.0,3.0,4.0,1.0,1.0,1.0])",0.0
607,"[1.0,1.0,4.0,0.0,0.0,2.0,0.0,3.0,24.0,1.0,3.0,3.0,1.0]",0.0
608,"(13,[0,6,7,8,12],[5.0,61.0,5.0,41.0,1.0])",0.0
609,"[8.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,4.0,0.0,1.0]",1.0
610,"(13,[0,5,6,10,11,12],[28.0,2.0,107.0,1.0,7.0,1.0])",0.0
611,"(13,[0,2,6,7,8,11,12],[2.0,1.0,13.0,1.0,2.0,17.0,1.0])",0.0
612,"(13,[0,6,9,10,11,12],[2.0,52.0,1.0,2.0,7.0,1.0])",0.0
613,"(13,[0,6,7,8,11,12],[16.0,17.0,5.0,155.0,2.0,1.0])",0.0
614,"[2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,5.0,10.0,2.0]",1.0
615,"[27.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,51.0,1.0,3.0,0.0,1.0]",0.0
616,"[10.0,0.0,3.0,0.0,0.0,0.0,8.0,1.0,3.0,1.0,0.0,2.0,1.0]",0.0
617,"(13,[0,2,7,8,9,10,12],[1.0,1.0,2.0,3.0,1.0,1.0,1.0])",0.0
618,"[6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,4.0,1.0,1.0]",1.0
619,"(13,[0,6,7,8,12],[9.0,1.0,5.0,299.0,1.0])",0.0
620,"(13,[0,6,7,8,9,12],[6.0,1.0,4.0,6.0,2.0,1.0])",0.0
621,"[7.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,4.0,1.0,1.0]",1.0
622,"(13,[0,5,6,9,10,12],[3.0,2.0,3.0,1.0,1.0,1.0])",0.0
623,"[10.0,0.0,3.0,0.0,0.0,2.0,0.0,6.0,1.0,1.0,3.0,0.0,1.0]",1.0
624,"[9.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,14.0,1.0,2.0,10.0,1.0]",0.0
625,"[2.0,0.0,0.0,4.0,0.0,2.0,53.0,1.0,455.0,0.0,2.0,0.0,1.0]",0.0
626,"[1.0,1.0,0.0,0.0,0.0,1.0,27.0,7.0,171.0,1.0,0.0,2.0,1.0]",0.0
627,"(13,[0,5,7,8,10,12],[1.0,1.0,5.0,417.0,3.0,1.0])",0.0
628,"(13,[0,2,5,7,8,11,12],[18.0,1.0,1.0,10.0,24.0,10.0,1.0])",0.0
629,"(13,[0,5,7,8,9,10,12],[1.0,1.0,4.0,536.0,3.0,3.0,2.0])",0.0
630,"(13,[0,2,9,10,12],[3.0,1.0,1.0,1.0,2.0])",0.0
631,"[2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0]",0.0
632,"(13,[0,5,7,8,10,11,12],[7.0,2.0,1.0,2.0,1.0,12.0,1.0])",0.0
633,"(13,[0,6,7,8,12],[3.0,76.0,3.0,361.0,1.0])",0.0
634,"(13,[0,6,11,12],[7.0,1.0,4.0,1.0])",0.0
635,"[3.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,94.0,1.0,1.0,3.0,1.0]",0.0
636,"(13,[0,2,9,10,11,12],[7.0,2.0,1.0,3.0,4.0,1.0])",0.0
637,"[27.0,0.0,0.0,2.0,0.0,2.0,15.0,3.0,205.0,2.0,2.0,9.0,1.0]",0.0
638,"(13,[0,8,9,11,12],[8.0,3.0,1.0,5.0,1.0])",0.0
639,"(13,[0,2,3,7,8,11,12],[29.0,1.0,46.0,2.0,147.0,5.0,1.0])",0.0
640,"(13,[0,7,8,9,11,12],[2.0,5.0,5.0,2.0,2.0,1.0])",0.0
641,"[1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,2.0,2.0,1.0]",0.0
642,"(13,[0,7,8,9,10,12],[3.0,4.0,1.0,1.0,3.0,1.0])",1.0
643,"(13,[0,6,9,10,11,12],[10.0,52.0,1.0,2.0,7.0,1.0])",0.0
644,"[22.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,1.0,1.0,4.0,1.0,1.0]",1.0
645,"(13,[0,3,5,7,8,11,12],[9.0,1.0,1.0,5.0,136.0,10.0,1.0])",0.0
646,"(13,[0,3,6,7,8,12],[4.0,1.0,70.0,5.0,42.0,1.0])",0.0
647,"[9.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,1.0]",0.0
648,"(13,[0,5,7,8,12],[1.0,1.0,7.0,3.0,1.0])",0.0
649,"(13,[0,2,7,8,10,11,12],[1.0,2.0,1.0,193.0,2.0,2.0,2.0])",0.0
650,"(13,[0,6,8,9,10,11,12],[2.0,3.0,97.0,8.0,1.0,7.0,2.0])",0.0
651,"(13,[0,2,5,7,9,10,12],[15.0,1.0,2.0,3.0,1.0,1.0,2.0])",0.0
652,"[3.0,0.0,0.0,0.0,0.0,2.0,57.0,3.0,389.0,1.0,0.0,9.0,1.0]",0.0
653,"(13,[0,7,8,12],[11.0,3.0,3.0,1.0])",0.0
654,"(13,[0,4,5,6,7,8,12],[3.0,1.0,3.0,88.0,4.0,127.0,1.0])",0.0
655,"(13,[0,8,12],[3.0,131.0,2.0])",0.0
656,"(13,[0,3,8,9,10,12],[3.0,1.0,24.0,1.0,3.0,1.0])",0.0
657,"(13,[0,7,8,9,10,12],[2.0,7.0,1.0,11.0,7.0,1.0])",1.0
658,"(13,[0,9,10,11,12],[1.0,1.0,4.0,8.0,2.0])",0.0
659,"[28.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,10.0,1.0]",1.0
660,"[26.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,45.0,2.0,0.0,12.0,1.0]",0.0
661,"(13,[0,7,8,11,12],[25.0,4.0,35.0,1.0,1.0])",0.0
662,"[3.0,1.0,0.0,34.0,0.0,0.0,3.0,3.0,254.0,3.0,3.0,15.0,1.0]",0.0
663,"(13,[0,1,5,6,7,8,12],[2.0,1.0,1.0,4.0,1.0,17.0,1.0])",0.0
664,"[1.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0,1.0,5.0,1.0]",0.0
665,"(13,[0,5,7,8,12],[8.0,1.0,3.0,31.0,1.0])",0.0
666,"(13,[0,5,7,8,12],[8.0,2.0,2.0,14.0,1.0])",0.0
667,"(13,[0,2,6,10,11,12],[2.0,2.0,63.0,1.0,8.0,2.0])",0.0
668,"(13,[0,5,7,8,12],[3.0,1.0,6.0,9.0,1.0])",0.0
669,"(13,[0,8,9,11,12],[1.0,15.0,1.0,4.0,1.0])",0.0
670,"(13,[0,5,7,8,9,12],[9.0,1.0,2.0,72.0,3.0,1.0])",0.0
671,"(13,[0,7,8,9,11,12],[2.0,2.0,76.0,1.0,11.0,2.0])",0.0
672,"(13,[0,3,7,8,9,11,12],[9.0,1.0,2.0,519.0,4.0,9.0,1.0])",0.0
673,"[2.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,1.0,1.0,4.0,1.0,1.0]",1.0
674,"[3.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,70.0,3.0,0.0,0.0,1.0]",0.0
675,"(13,[0,7,12],[1.0,1.0,2.0])",0.0
676,"[2.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,8.0,7.0,3.0,4.0,1.0]",0.0
677,"[25.0,0.0,0.0,0.0,0.0,1.0,68.0,5.0,6.0,2.0,0.0,3.0,1.0]",0.0
678,"(13,[0,2,5,7,8,11,12],[8.0,1.0,2.0,2.0,3.0,3.0,1.0])",0.0
679,"(13,[0,5,7,8,10,11,12],[3.0,1.0,1.0,4.0,4.0,1.0,1.0])",0.0
680,"[3.0,0.0,0.0,4.0,1.0,1.0,27.0,2.0,5.0,1.0,2.0,0.0,1.0]",0.0
681,"(13,[0,6,7,8,11,12],[26.0,1.0,2.0,197.0,19.0,1.0])",0.0
682,"(13,[0,2,6,8,11,12],[6.0,1.0,16.0,1.0,11.0,1.0])",1.0
683,"(13,[0,5,6,7,8,11,12],[21.0,1.0,84.0,1.0,26.0,3.0,1.0])",0.0
684,"(13,[0,2,7,8,10,11,12],[22.0,2.0,1.0,5.0,6.0,5.0,1.0])",0.0
685,"[7.0,0.0,1.0,0.0,0.0,1.0,180.0,1.0,6.0,1.0,3.0,0.0,1.0]",0.0
686,"(13,[0,2,5,8,11,12],[10.0,1.0,1.0,4.0,6.0,2.0])",0.0
687,"(13,[0,1,7,8,9,11,12],[3.0,1.0,3.0,322.0,2.0,1.0,1.0])",0.0
688,"(13,[0,2,6,7,10,11,12],[27.0,2.0,3.0,3.0,2.0,7.0,1.0])",0.0
689,"(13,[2,7,8,10,12],[1.0,3.0,224.0,1.0,1.0])",0.0
690,"(13,[0,7,8,9,10,12],[3.0,5.0,1.0,1.0,1.0,1.0])",1.0
691,"(13,[0,7,8,10,11,12],[10.0,1.0,2.0,6.0,3.0,1.0])",0.0
692,"(13,[0,7,8,9,10,12],[8.0,2.0,25.0,1.0,3.0,1.0])",0.0
693,"(13,[0,2,5,7,8,12],[14.0,3.0,1.0,5.0,70.0,1.0])",0.0
694,"[2.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,58.0,0.0,2.0,15.0,1.0]",0.0
695,"(13,[0,5,11,12],[27.0,1.0,2.0,2.0])",0.0
696,"(13,[0,6,7,8,11,12],[26.0,3.0,6.0,181.0,19.0,1.0])",0.0
697,"[25.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,17.0,0.0,0.0,5.0,1.0]",0.0
698,"(13,[0,2,7,8,11,12],[6.0,1.0,5.0,7.0,18.0,1.0])",0.0
699,"(13,[0,5,10,11,12],[11.0,2.0,3.0,10.0,1.0])",0.0
700,"(13,[0,2,7,9,11,12],[14.0,2.0,6.0,2.0,4.0,1.0])",0.0
701,"[3.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,366.0,0.0,0.0,6.0,1.0]",0.0
702,"[28.0,0.0,0.0,0.0,1.0,1.0,132.0,1.0,5.0,0.0,2.0,6.0,1.0]",0.0
703,"(13,[0,2,5,6,7,8,12],[11.0,1.0,1.0,49.0,5.0,68.0,1.0])",0.0
704,"(13,[0,7,8,9,10,11,12],[7.0,1.0,2.0,5.0,2.0,9.0,1.0])",0.0
705,"[13.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,1.0,10.0,1.0]",0.0
706,"(13,[0,5,6,7,8,11,12],[3.0,2.0,1.0,3.0,186.0,2.0,1.0])",0.0
707,"(13,[0,8,9,10,12],[4.0,3.0,1.0,2.0,1.0])",0.0
708,"(13,[0,7,8,9,10,11,12],[8.0,2.0,1.0,3.0,5.0,1.0,2.0])",1.0
709,"(13,[0,7,8,9,10,12],[2.0,6.0,3.0,1.0,3.0,1.0])",0.0
710,"[1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,4.0,8.0,1.0]",0.0
711,"(13,[0,8,12],[2.0,98.0,2.0])",0.0
712,"(13,[0,7,8,9,10,11,12],[9.0,4.0,1.0,1.0,4.0,1.0,1.0])",1.0
713,"(13,[0,2,6,7,8,10,12],[6.0,1.0,5.0,2.0,6.0,2.0,1.0])",0.0
714,"[21.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,5.0,5.0,1.0]",1.0
715,"(13,[0,5,6,7,8,12],[2.0,4.0,11.0,1.0,459.0,1.0])",0.0
716,"(13,[0,2,6,8,9,12],[2.0,1.0,5.0,11.0,1.0,1.0])",0.0
717,"(13,[0,2,6,7,8,11,12],[18.0,1.0,4.0,1.0,66.0,2.0,1.0])",0.0
718,"(13,[0,2,3,6,7,8,12],[3.0,1.0,1.0,9.0,2.0,182.0,1.0])",0.0
719,"(13,[0,1,7,8,9,10,12],[1.0,1.0,3.0,1.0,7.0,4.0,1.0])",1.0
720,"(13,[0,2,7,8,12],[8.0,1.0,2.0,204.0,2.0])",0.0
721,"(13,[0,5,7,8,9,12],[1.0,2.0,9.0,11.0,1.0,1.0])",0.0
722,"(13,[0,5,7,8,9,12],[4.0,1.0,1.0,39.0,6.0,2.0])",0.0
723,"(13,[0,6,7,8,10,11,12],[1.0,16.0,3.0,21.0,2.0,12.0,1.0])",0.0
724,"(13,[0,8,9,11,12],[15.0,3.0,1.0,4.0,1.0])",0.0
725,"(13,[0,6,7,8,11,12],[8.0,5.0,2.0,198.0,8.0,1.0])",0.0
726,"(13,[0,5,7,8,10,11,12],[2.0,2.0,1.0,2.0,1.0,3.0,1.0])",0.0
727,"(13,[0,2,5,6,7,8,12],[9.0,3.0,1.0,1.0,1.0,2.0,1.0])",0.0
728,"(13,[0,8,11,12],[2.0,12.0,18.0,1.0])",0.0
729,"(13,[0,7,8,9,12],[9.0,1.0,521.0,1.0,1.0])",0.0
730,"(13,[0,7,8,10,11,12],[34.0,5.0,2.0,2.0,6.0,2.0])",0.0
731,"[3.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0]",1.0
732,"[2.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,93.0,4.0,4.0,1.0,1.0]",0.0
733,"(13,[0,5,9,10,12],[8.0,2.0,6.0,2.0,1.0])",0.0
734,"(13,[0,6,7,8,12],[2.0,1.0,3.0,266.0,1.0])",0.0
735,"(13,[0,7,8,9,10,11,12],[3.0,6.0,6.0,8.0,3.0,5.0,1.0])",0.0
736,"(13,[0,2,7,8,10,11,12],[1.0,1.0,12.0,522.0,3.0,3.0,1.0])",0.0
737,"(13,[0,1,2,7,8,9,12],[2.0,1.0,4.0,7.0,98.0,1.0,2.0])",0.0
738,"(13,[0,5,8,9,10,11,12],[26.0,2.0,11.0,1.0,1.0,1.0,1.0])",0.0
739,"(13,[0,7,8,12],[3.0,4.0,391.0,1.0])",0.0
740,"(13,[0,8,11,12],[3.0,75.0,2.0,1.0])",0.0
741,"(13,[0,7,8,9,12],[7.0,5.0,229.0,1.0,1.0])",0.0
742,"(13,[0,5,7,8,11,12],[2.0,2.0,1.0,2.0,2.0,1.0])",0.0
743,"[25.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0,65.0,1.0,1.0,3.0,2.0]",0.0
744,"[20.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,2.0,6.0,2.0,7.0,1.0]",0.0
745,"(13,[0,5,9,10,11,12],[10.0,1.0,2.0,1.0,3.0,2.0])",0.0
746,"(13,[0,2,7,8,9,11,12],[1.0,1.0,4.0,6.0,2.0,1.0,1.0])",0.0
747,"(13,[0,5,6,7,8,9,12],[10.0,2.0,1.0,1.0,78.0,9.0,1.0])",0.0
748,"(13,[0,7,8,10,11,12],[26.0,4.0,18.0,2.0,1.0,1.0])",0.0
749,"[2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,531.0,1.0,0.0,3.0,1.0]",0.0
750,"(13,[0,7,9,10,11,12],[1.0,4.0,1.0,3.0,4.0,1.0])",0.0
751,"[11.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,6.0,7.0,1.0]",0.0
752,"(13,[0,7,8,11,12],[3.0,3.0,2.0,3.0,1.0])",0.0
753,"(13,[0,2,5,10,11,12],[2.0,3.0,2.0,8.0,1.0,1.0])",0.0
754,"(13,[0,1,5,7,8,11,12],[2.0,1.0,1.0,3.0,15.0,6.0,2.0])",0.0
755,"[24.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,2.0,2.0,3.0,1.0]",0.0
756,"(13,[0,1,5,7,8,10,12],[2.0,1.0,3.0,5.0,2.0,2.0,2.0])",0.0
757,"(13,[0,2,8,9,11,12],[7.0,2.0,4.0,1.0,4.0,2.0])",0.0
758,"[3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,243.0,3.0,0.0,12.0,1.0]",0.0
759,"(13,[0,1,7,8,9,10,12],[14.0,1.0,2.0,257.0,7.0,3.0,1.0])",0.0
760,"(13,[0,2,5,7,8,9,12],[1.0,1.0,2.0,2.0,37.0,1.0,1.0])",0.0
761,"(13,[0,1,3,7,9,12],[3.0,1.0,32.0,2.0,1.0,2.0])",0.0
762,"(13,[0,2,7,8,11,12],[7.0,2.0,2.0,217.0,6.0,1.0])",0.0
763,"(13,[0,7,8,12],[3.0,3.0,211.0,1.0])",0.0
764,"(13,[0,8,10,11,12],[13.0,280.0,2.0,2.0,1.0])",0.0
765,"[27.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,5.0,6.0,1.0]",1.0
766,"(13,[0,2,7,8,11,12],[1.0,1.0,4.0,18.0,12.0,2.0])",0.0
767,"[28.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,44.0,0.0,2.0,15.0,1.0]",0.0
768,"(13,[0,7,8,12],[2.0,3.0,23.0,1.0])",0.0
769,"(13,[0,5,6,8,9,10,12],[27.0,2.0,182.0,1.0,1.0,1.0,1.0])",1.0
770,"[5.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0]",0.0
771,"[4.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0]",0.0
772,"(13,[0,7,8,9,10,11,12],[25.0,2.0,4.0,2.0,5.0,3.0,1.0])",0.0
773,"[3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0]",0.0
774,"(13,[0,1,8,12],[13.0,1.0,376.0,1.0])",0.0
775,"[19.0,0.0,1.0,19.0,1.0,1.0,173.0,5.0,5.0,6.0,6.0,0.0,1.0]",0.0
776,"(13,[0,2,7,8,10,11,12],[1.0,3.0,6.0,46.0,6.0,1.0,1.0])",0.0
777,"[9.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,409.0,0.0,2.0,2.0,1.0]",0.0
778,"(13,[0,7,8,12],[3.0,4.0,450.0,2.0])",0.0
779,"(13,[0,2,5,7,8,11,12],[1.0,1.0,1.0,8.0,12.0,1.0,1.0])",0.0
780,"[7.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0]",0.0
781,"(13,[0,7,8,12],[12.0,5.0,262.0,2.0])",0.0
782,"[9.0,0.0,0.0,31.0,1.0,0.0,0.0,3.0,5.0,4.0,2.0,8.0,1.0]",0.0
783,"[6.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,72.0,7.0,2.0,9.0,1.0]",0.0
784,"(13,[0,2,5,7,8,11,12],[14.0,1.0,1.0,5.0,394.0,5.0,1.0])",0.0
785,"(13,[0,2,8,10,11,12],[1.0,2.0,10.0,1.0,2.0,1.0])",0.0
786,"(13,[0,6,7,8,11,12],[3.0,1.0,3.0,28.0,2.0,1.0])",0.0
787,"[20.0,0.0,1.0,0.0,0.0,2.0,175.0,3.0,347.0,1.0,2.0,9.0,1.0]",0.0
788,"(13,[0,6,7,8,12],[4.0,157.0,4.0,165.0,1.0])",0.0
789,"[8.0,0.0,0.0,0.0,0.0,1.0,31.0,2.0,50.0,5.0,3.0,0.0,1.0]",0.0
790,"(13,[0,5,7,8,10,11,12],[3.0,1.0,9.0,12.0,1.0,1.0,1.0])",0.0
791,"(13,[0,7,8,9,10,11,12],[3.0,5.0,114.0,1.0,3.0,5.0,1.0])",0.0
792,"(13,[0,9,10,12],[19.0,1.0,2.0,2.0])",0.0
793,"(13,[0,8,9,11,12],[27.0,15.0,1.0,4.0,1.0])",0.0
794,"(13,[0,7,8,9,10,11,12],[25.0,1.0,32.0,1.0,3.0,3.0,1.0])",0.0
795,"(13,[0,5,6,7,8,12],[4.0,2.0,82.0,2.0,189.0,1.0])",0.0
796,"(13,[0,2,5,7,8,11,12],[3.0,1.0,2.0,1.0,2.0,13.0,2.0])",0.0
797,"(13,[0,10,12],[7.0,1.0,2.0])",0.0
798,"(13,[0,5,11,12],[2.0,2.0,18.0,1.0])",0.0
799,"(13,[0,7,8,9,10,11,12],[2.0,3.0,1.0,1.0,2.0,7.0,1.0])",1.0
800,"[25.0,0.0,2.0,6.0,0.0,2.0,0.0,5.0,464.0,0.0,0.0,3.0,2.0]",0.0
